Entity,Code,Year,"Total employment in tourism industries per 1,000 people"
United States,USA,2007,18.540947
United States,USA,2008,17.801382
United States,USA,2009,15.947857
United States,USA,2010,15.798896
United States,USA,2011,16.254673
United States,USA,2012,16.548002
United States,USA,2013,17.050653
United States,USA,2014,17.245413
United States,USA,2015,17.442497
United States,USA,2016,17.587025
United States,USA,2017,17.56385
United States,USA,2018,18.214838
United States,USA,2019,17.96974
United States,USA,2020,11.451344
United States Virgin Islands,VIR,2000,79.74878
United States Virgin Islands,VIR,2001,83.106834
United States Virgin Islands,VIR,2002,82.170555
United States Virgin Islands,VIR,2003,77.44994
United States Virgin Islands,VIR,2004,80.880104
United States Virgin Islands,VIR,2005,80.79203
United States Virgin Islands,VIR,2006,79.9624
United States Virgin Islands,VIR,2007,81.855316
United States Virgin Islands,VIR,2008,81.17153
United States Virgin Islands,VIR,2009,75.28543
United States Virgin Islands,VIR,2010,78.21303
United States Virgin Islands,VIR,2011,80.35257
United States Virgin Islands,VIR,2012,79.50569
United States Virgin Islands,VIR,2013,79.511086
United States Virgin Islands,VIR,2014,80.09841
United States Virgin Islands,VIR,2015,81.38573
United States Virgin Islands,VIR,2016,86.20073
United States Virgin Islands,VIR,2017,77.07834
United States Virgin Islands,VIR,2018,55.168602
Uruguay,URY,2008,36.94352
Uruguay,URY,2009,38.31584
Uruguay,URY,2010,40.25817
Uruguay,URY,2011,44.186222
Uruguay,URY,2012,28.722141
Uruguay,URY,2013,29.86248
Uruguay,URY,2014,32.505615
Uruguay,URY,2015,32.48197
Uruguay,URY,2016,33.439087
Uruguay,URY,2017,33.45193
Uruguay,URY,2018,33.922142
Uruguay,URY,2019,37.207047
Uzbekistan,UZB,2014,1.3995966
Uzbekistan,UZB,2015,1.3821431
Uzbekistan,UZB,2016,1.4479984
Uzbekistan,UZB,2017,1.5588087
Uzbekistan,UZB,2018,1.5444736
Uzbekistan,UZB,2019,1.5531765
Zambia,ZMB,2012,2.9699006
Zambia,ZMB,2013,3.7234235
Zambia,ZMB,2014,3.58615
Zambia,ZMB,2015,3.4969618
Zambia,ZMB,2016,3.4763813
Zambia,ZMB,2017,3.287995
Zambia,ZMB,2018,3.2213404
Zambia,ZMB,2019,3.1394894
Zambia,ZMB,2020,4.8324203
